ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
83,Ichar System,'ORG',ichar system,Vidar System,,vidar system
88,Heresius,'PERSON',heresius,heresies,,heresies
90,Kor Or Vesh,'ORG',kor or vesh,Kororvesh,,kororvesh
87,The  Coven of Isha,'ORG',the coven of isha,Coven of Isha,,coven of isha
93,Cardinals Astral,'ORG',cardinals astral,Cardinal Astra,,cardinal astra
86,the Genestealer Cult,'ORG',the genestealer cult,Genestaler Cult,,genestaler cult
94,Corvus Sub Sector,'ORG',corvus sub sector,Corvus Sub-sector,,corvus sub-sector
92,the  Order of the Black Sepulchre,'ORG',the order of the black sepulchre,Order of the Black Selpulchre,,order of the black selpulchre
97,Inriam s Spectre,'PERSON',inriam s spectre,Inriams Spectre,,inriams spectre
83,the Cold Guild,'ORG',the cold guild,Cold Guild,,cold guild
82,Gara gugul,'PERSON',gara gugul,Garagugulgor,,garagugulgor
83,the Eyes of Wrath,'PERSON',the eyes of wrath,Eye of Wrath,,eye of wrath
81,the Corinth Crusade,'ORG',the corinth crusade,Corinthian Crusade,,corinthian crusade
87,the Sirikoid Belt,'LOC',the sirikoid belt,Sirikoid Belt,,sirikoid belt
88,the  Tears of Piruz,'LOC',the tears of piruz,Tears of Piruz,,tears of piruz
96,Hazon Dak ir,'PERSON',hazon dak ir,Hazon Dakir,,hazon dakir
83,ND0 K4,'LOC',nd0 k4,ND0/K4,,nd0/k4
83,Merovic,'PERSON',merovic,Merov,,merov
86,Brawler,'PERSON',brawler,Crawler,,crawler
89,the Hrax Bloodknives,'ORG',the hrax bloodknives,Hrax Bloodknives,,hrax bloodknives
86,Ecclesiarchy Writ,'ORG',ecclesiarchy writ,Ecclesiarchy priests,,ecclesiarchy priests
93,the  Desoleum Oathsmen Grenadiers,'ORG',the desoleum oathsmen grenadiers,Desoleum Oathsmen Grenadiers,,desoleum oathsmen grenadiers
94,the Greater Askellon Trade Combine,'ORG',the greater askellon trade combine,Greater Askellon Trade Combine,,greater askellon trade combine
89,the  Proselytes of Lud,'ORG',the proselytes of lud,Proselytes of Lud,,proselytes of lud
83,the   Legio Saevus,'PERSON',the  legio saevus,Legio Saevus,,legio saevus
81,the Mal caor Shi,'ORG',the mal caor shi,Malcaor Shi,,malcaor shi
89,Rone,'PERSON',rone,drone,,drone
89,Magni,'PERSON',magni,AgNi,,agni
87,the  Adeptus Titanicus,'ORG',the adeptus titanicus,Adeptus  Titanicus,,adeptus  titanicus
95,Obliviates,'PERSON',obliviates,Obliviate,,obliviate
92,Cyrrik Scayl,'PERSON',cyrrik scayl,Cyyrik Scayl,,cyyrik scayl
88,Behemoth,'ORG',behemoth,Beremoth,,beremoth
92,Schismatics,'NORP',schismatics,Schismaticals,,schismaticals
85,The Sieges of Mezoa,'PERSON',the sieges of mezoa,Siege of Mezoa,,siege of mezoa
87,the Gerasene Host,'LOC',the gerasene host,Gerasene Host,,gerasene host
94,Sydonian Dragoon s,'PERSON',sydonian dragoon s,Sydonian Dragoon,,sydonian dragoon
87,The Selucid Thorakite,'PERSON',the selucid thorakite,Selucid Thorakites,,selucid thorakites
90,Cortiz Pol,'LOC',cortiz pol,Cortiz-Pol,,cortiz-pol
97,Forgefather T kell,'PERSON',forgefather t kell,Forgefather Tkell,,forgefather tkell
90,Sus an Membrane,'PERSON',sus an membrane,Sus-an Membrance,,sus-an membrance
95,Epsilon Stranivar IX,'ORG',epsilon stranivar ix,Epsilon-Stranivar IX,,epsilon-stranivar ix
82,Vandius,'PERSON',vandius,Quovandius,,quovandius
82,Klaw Klaw,'PERSON',klaw klaw,Kan Klaw,,kan klaw
82,Bear Claw,'PERSON',bear claw,Arc Claw,,arc claw
90,the Brotherhood of Ruin,'ORG',the brotherhood of ruin,Brotherhood of Ruin,,brotherhood of ruin
93,Xana Tisiphone,'LOC',xana tisiphone,Xana-Tisiphone,,xana-tisiphone
90,Battle Automata,'ORG',battle automata,Battle-Autuomata,,battle-autuomata
94,Xiphon Tisiphone,'LOC',xiphon tisiphone,Xiphon-Tisiphone,,xiphon-tisiphone
81,The Heart of Sotha,'PERSON',the heart of sotha,The Heart of Pharos,,the heart of pharos
82,Cerastus Knights,'NORP',cerastus knights,Cerastus Knight-Atropos,,cerastus knight-atropos
83,Chapter War  ,'ORG',chapter war,Chapter Barge,,chapter barge
82,the Maynarkh Dynasty,'ORG',the maynarkh dynasty,Manark Dynasty,,manark dynasty
89,the  Devourer of Stars,'PERSON',the devourer of stars,Devourer of Stars,,devourer of stars
88,the Spinward Drift,'LOC',the spinward drift,Spinward Drift,,spinward drift
89,Wasps,'ORG',wasps,Wasp,,wasp
94,Gal Leath,'PERSON',gal leath,Galleath,,galleath
92,Or es El leath,'PERSON',or es el leath,Ores Elleath,,ores elleath
91,Bashar,'PERSON',bashar,Basha,,basha
91,Dark Power,'PERSON',dark power,Dark Prowler,,dark prowler
87,Tyranid  Hive Mind,'ORG',tyranid hive mind,Tyranids#The Hive Mind,,tyranids#the hive mind
87,the Genestealer Patriarch,'PERSON',the genestealer patriarch,Genestealer#Patriarch,,genestealer#patriarch
89,the Sanctum Sanctorum,'ORG',the sanctum sanctorum,Sanctum Sanctorum,,sanctum sanctorum
81,the  Indomitus Crusade Fleet Secundus,'ORG',the indomitus crusade fleet secundus,Indomitus Crusade Fleet Tertius,,indomitus crusade fleet tertius
81,the Black Crusade,'ORG',the black crusade,13thxa0Black Crusade,,13thxa0black crusade
81,the  Indomitus Crusade Fleet,'ORG',the indomitus crusade fleet,Indomitus Crusade Fleet Primus,,indomitus crusade fleet primus
94,Xun bakyr,'PERSON',xun bakyr,Xunbakyr,,xunbakyr
98,Llandu gor the Flayer,'PERSON',llandu gor the flayer,Llandugor the Flayer,,llandugor the flayer
94,The Purge Warband,'ORG',the purge warband,The Purge (Warband),,the purge (warband)
83,the Lost Eyrie,'LOC',the lost eyrie,Lost Eyrie,,lost eyrie
90,the  Chosen of Malcador,'ORG',the chosen of malcador,Chosen of Malcador,,chosen of malcador
82,Tesra IV,'PERSON',tesra iv,Optera IV,,optera iv
94,Arbra Gax,'PERSON',arbra gax,ArbraGax,,arbragax
82,Kathaine,'PERSON',kathaine,Klithaine,,klithaine
87,the Silver Prince,'PERSON',the silver prince,Silver Prince,,silver prince
88,the  Brozyn Primaris Sector,'LOC',the brozyn primaris sector,Brozyn-Primaris Sector,,brozyn-primaris sector
82,Battle of Radnar,'PERSON',battle of radnar,Battle of Eskrador,,battle of eskrador
86,Expeditionary Fleet s,'ORG',expeditionary fleet s,expedition fleet,,expedition fleet
88,The Gorro Hollowing,'PERSON',the gorro hollowing,Gorro Hollowing,,gorro hollowing
87,Battle of Tarsus,'PERSON',battle of tarsus,Battle of Rust,,battle of rust
91,The Hunting of the Ak Haireth,'PERSON',the hunting of the ak haireth,Hunting of the AkHaireth,,hunting of the akhaireth
94,a Retaliation Cadre,'ORG',a retaliation cadre,Retaliation Cadre,,retaliation cadre
98,Auxiliary Reserve Cadres,'ORG',auxiliary reserve cadres,Auxiliary Reserve Cadre,,auxiliary reserve cadre
89,Basilica,'LOC',basilica,Bas-Silica,,bas-silica
83,Vintor,'ORG',vintor,Vindor,,vindor
81,The   Noctis Aeterna,'LOC',the  noctis aeterna,Noctis Aterna,,noctis aterna
82,Praga Sub sector,'LOC',praga sub sector,Paragos Sub-sector,,paragos sub-sector
83,Lyrias,'PERSON',lyrias,Lybria,,lybria
83,Mortus Poisoner,'ORG',mortus poisoner,Mortus Poisoner Squad,,mortus poisoner squad
96,Goliath Trucks   ,'ORG',goliath trucks,Goliath Truck,,goliath truck
93,the  Cult of the Star Saviours,'ORG',the cult of the star saviours,Cult of the Star Saviours,,cult of the star saviours
88,the Cult Tendricul,'ORG',the cult tendricul,Cult Tendricul,,cult tendricul
83,the Bladed Cog,'ORG',the bladed cog,Bladed Cog,,bladed cog
88,the  Wyrms of the Ur tendril,'ORG',the wyrms of the ur tendril,Wyrms of the Ur-tendril,,wyrms of the ur-tendril
97,Peregrim s World,'ORG',peregrim s world,Peregrims World,,peregrims world
89,the Genestealer Patriarch,'PERSON',the genestealer patriarch,Genestealer  Patriarch,,genestealer  patriarch
96,Chancer s Vale,'LOC',chancer s vale,Chancers Vale,,chancers vale
84,the  Blessed Wyrmlings,'ORG',the blessed wyrmlings,Blessed Wormlings,,blessed wormlings
92,Schindelgeist,'LOC',schindelgeist,Schindlegeist,,schindlegeist
81,Battlegroup Santos,'PERSON',battlegroup santos,Battle Group Saint Aster,,battle group saint aster
83,Arius,'PERSON',arius,Various,,various
90,Marcus Valerius ’,'PERSON',marcus valerius ’,Marcus Valeriu,,marcus valeriu
87,the  Codicium Aeternum,'ORG',the codicium aeternum,Codicium Aeterneum,,codicium aeterneum
84,Battlefleet Gothic s,'ORG',battlefleet gothic s,Battlefleet Gothic Armada,,battlefleet gothic armada
86,Ragnar,'PERSON',ragnar,Ragnarok,,ragnarok
92,Tyrannic War,'NORP',tyrannic war,Tyranic Wars,,tyranic wars
82,Hellbreed,'PERSON',hellbreed,Hellbore,,hellbore
86,ole,'PERSON',ole,Mole,,mole
87,the  Sisters of Silence,'ORG',the sisters of silence,Sister of Silence,,sister of silence
88,Word Bearers Chapter s,'ORG',word bearers chapter s,Word_Bearers#Chapters,,word_bearers#chapters
91,War Engines,'ORG',war engines,Warp Engine,,warp engine
96,Plainsworld,'LOC',plainsworld,Plains World,,plains world
83,the  Death Korps of Krieg,'ORG',the death korps of krieg,Ensign (Death Korps of Krieg),,ensign (death korps of krieg)
82,Cult of the Red Talon,'ORG',cult of the red talon,Cult of the Dragon,,cult of the dragon
95,X hal Urus,'PERSON',x hal urus,Xhal Urus,,xhal urus
91,Emmesh Aiye,'PERSON',emmesh aiye,Emmesh-Aiye,,emmesh-aiye
81,a  Khornate Berzerkers,'PERSON',a khornate berzerkers,Khornatexa0Berserkers,,khornatexa0berserkers
87,the  Forces of\xa0Chaos,'ORG',the forces of\xa0chaos,Forces ofxa0Chaos,,forces ofxa0chaos
93,Dy aketh,'PERSON',dy aketh,Dyaketh,,dyaketh
86,Bolt of Change,'PERSON',bolt of change,Cult of Change,,cult of change
88,The Basilikon Astra,'ORG',the basilikon astra,Basilikon Astra,,basilikon astra
83,Defence Force,'ORG',defence force,Defence Orb,,defence orb
88,the Missionaria Galaxia,'ORG',the missionaria galaxia,Missonaria Galaxia,,missonaria galaxia
92,Zu lasa,'PERSON',zu lasa,Zulasa,,zulasa
89,the  Nexus Arrangement,'ORG',the nexus arrangement,Nexus Arrangement,,nexus arrangement
85,Ordinatus Engines,'ORG',ordinatus engines,Ordinatus Macro Engines,,ordinatus macro engines
94,Malec Nar,'LOC',malec nar,MalecNar,,malecnar
98,Phoenix Conclave\u200e,'ORG',phoenix conclave\u200e,Phoenix Conclaveu200e,,phoenix conclaveu200e
88,The Cohors Nasicae,'PERSON',the cohors nasicae,Cohors Nasicae,,cohors nasicae
81,1st Company of the  Emperor s Children,'ORG',1st company of the emperor s children,12th Company (Emperors Children),,12th company (emperors children)
96,Revellian Thrice Burned,'PERSON',revellian thrice burned,Revellian Thrice-Burned,,revellian thrice-burned
84,A  Kataphron Breacher,'PERSON',a kataphron breacher,Kataphron Breacherplate,,kataphron breacherplate
93,Ji atrix,'PERSON',ji atrix,Jiatrix,,jiatrix
83,the  Ostense Council  s,'ORG',the ostense council s,Ostense Council,,ostense council
88,Pohu Agg,'PERSON',pohu agg,Pohu-Agg,,pohu-agg
89,Yabi Yabi,'PERSON',yabi yabi,Yabi-Yabi,,yabi-yabi
92,Isla su,'LOC',isla su,Islasu,,islasu
92,Ka mais,'LOC',ka mais,Kamais,,kamais
91,Me lek,'ORG',me lek,Melek,,melek
94,Sha draig,'LOC',sha draig,Shadraig,,shadraig
86,Vashiro,'PERSON',vashiro,Tashiro,,tashiro
91,the  Rhadamanthys Enclave,'ORG',the rhadamanthys enclave,Rhadamanthys Enclave,,rhadamanthys enclave
84,Celestarii,'NORP',celestarii,Celestrix,,celestrix
81,Solar Auxilia s,'ORG',solar auxilia s,Solar Auxilia Basilisk,,solar auxilia basilisk
86,Solar Auxilia s,'ORG',solar auxilia s,Solar Auxilia Medusa,,solar auxilia medusa
94,Bar Savor,'LOC',bar savor,BarSavor,,barsavor
81,Davard   Knight,'PERSON',davard  knight,Edward Knight,,edward knight
85,the Isstvan System,'LOC',the isstvan system,Isstvaan System,,isstvaan system
83,Prospero System,'ORG',prospero system,Rosario System,,rosario system
97,Cardinals Astral,'ORG',cardinals astral,Cardinal Astral,,cardinal astral
88,Tash var,'PERSON',tash var,Tashvarr,,tashvarr
83,the   Tactica Imperialis,'ORG',the  tactica imperialis,Tactica lmperialis,,tactica lmperialis
81,the   Legio Ignatum,'ORG',the  legio ignatum,Legion Ignatum,,legion ignatum
81,Drukhari Reavers,'PERSON',drukhari reavers,Drukhari Wargear,,drukhari wargear
81,Venerable Dreadnought  Agrippan,'PERSON',venerable dreadnought agrippan,Venerable Dreadnoughts,,venerable dreadnoughts
81,the   Legio Custodes,'ORG',the  legio custodes,Legio Cutodes,,legio cutodes
81,Sentinel Worlds,'LOC',sentinel worlds,Sentinel Warblade,,sentinel warblade
81,the  Sentinel Guard,'ORG',the sentinel guard,Sentinel Gaurd,,sentinel gaurd
94,Kustom Meka Dread,'PERSON',kustom meka dread,Kustom Meka-Dread,,kustom meka-dread
81,the Swords of Judgement,'ORG',the swords of judgement,Storms of Judgement,,storms of judgement
83,Grey Knights Chapter,'ORG',grey knights chapter,Grey Knights Chaplain,,grey knights chaplain
82,Grey Knights   Space Marine   ,'ORG',grey knights  space marine,Grey Knights Techmarine,,grey knights techmarine
81,Aspertia Sigma Sigma,'ORG',aspertia sigma sigma,Hester Aspertia Sigma-Sigma,,hester aspertia sigma-sigma
92,Katarinya Greyfax s,'PERSON',katarinya greyfax s,Katarinya  Greyfax,,katarinya  greyfax
84,the  Ultramar Auxilia,'ORG',the ultramar auxilia,Ultramar Auxiliary,,ultramar auxiliary
82,Baithamir,'PERSON',baithamir,Bathamor,,bathamor
97,Imperial Knight Knight Houses,'ORG',imperial knight knight houses,Imperial Knight#Knight Houses,,imperial knight#knight houses
85,the Forces of Chaos,'ORG',the forces of chaos,Forces of Chao,,forces of chao
82,Corinthian,'NORP',corinthian,Corinth,,corinth
90,Dark Angels Company,'ORG',dark angels company,Dark Angels 9th Company,,dark angels 9th company
98,Khârn\xa0the Betrayer,'PERSON',khârn\xa0the betrayer,Khârnxa0the Betrayer,,khârnxa0the betrayer
83,Shael,'PERSON',shael,shasnel,,shasnel
86,XV8 Crisis Battlesuit  Teams,'ORG',xv8 crisis battlesuit teams,XV81 Crisis Battlesuit,,xv81 crisis battlesuit
86,XV8 Crisis Battlesuit  Teams,'ORG',xv8 crisis battlesuit teams,XV89 Crisis Battlesuit,,xv89 crisis battlesuit
94,Shas saal,'PERSON',shas saal,shassaal,,shassaal
88,Railguns,'ORG',railguns,Rail Gun,,rail gun
86,Mordrak,'PERSON',mordrak,Mordrac,,mordrac
92,Kel tyr,'LOC',kel tyr,Keltyr,,keltyr
94,Khaz khul,'PERSON',khaz khul,Khazkhul,,khazkhul
81,Battle of Tarsus,'PERSON',battle of tarsus,Battle of Ardium,,battle of ardium
81,Necromunda System,'ORG',necromunda system,Nachmund System,,nachmund system
82,Strike Force Alenso,'ORG',strike force alenso,Strike Force Luceior,,strike force luceior
81,Battle of Tarsus,'PERSON',battle of tarsus,Battle of Rauxos,,battle of rauxos
81,Chosen of the Storm,'ORG',chosen of the storm,Chosen of Vespator,,chosen of vespator
87,the Finial Sector,'LOC',the finial sector,Finial Sector,,finial sector
82,the Cult Mechanicum,'ORG',the cult mechanicum,Helm Mechanicum,,helm mechanicum
97,Knights Rampager,'ORG',knights rampager,Knight Rampager,,knight rampager
81,House Tarrant,'ORG',house tarrant,House Barragon,,house barragon
84,House Lan,'ORG',house lan,House Qiln,,house qiln
95,Llandu gor,'PERSON',llandu gor,Llandugor,,llandugor
82,House Arms  ,'ORG',house arms,House Garras,,house garras
91,the Grand Master of Assassins,'PERSON',the grand master of assassins,Grand Master of Assassin,,grand master of assassin
86,the  Senatorum Imperialis,'ORG',the senatorum imperialis,Senatorus Imperialis,,senatorus imperialis
92,Zuehlke,'PERSON',zuehlke,Zuhlke,,zuhlke
90,Hydra Crodatus,'ORG',hydra crodatus,Hyrdra Cordatus,,hyrdra cordatus
88,the  Phalanx Warders,'ORG',the phalanx warders,Phalanx Warders,,phalanx warders
91,Chrom,'PERSON',chrom,Chrome,,chrome
81,Watch Station Belarius,'ORG',watch station belarius,Watch Station Erioch,,watch station erioch
95,Legion Tactical Squads,'ORG',legion tactical squads,Legion Tactica Squad,,legion tactica squad
86,the Imperial Fists 1st Company,'ORG',the imperial fists 1st company,Imperial Fists 7th Company,,imperial fists 7th company
95,Amatnim Ur Nabas Lash,'PERSON',amatnim ur nabas lash,Amatnim Ur-Nabas Lash,,amatnim ur-nabas lash
83,the Laanah Rifts,'LOC',the laanah rifts,Laanath Rifts,,laanath rifts
85,Largos System,'LOC',largos system,Drogos System,,drogos system
87,the  Lhorm Reaches,'LOC',the lhorm reaches,Lhorm Reaches,,lhorm reaches
84,the  Indomitus Crusade Fleet Secundus,'ORG',the indomitus crusade fleet secundus,Indomitus Crusade Fleet Quintus,,indomitus crusade fleet quintus
85,the  Indomitus Crusade Fleet Secundus,'ORG',the indomitus crusade fleet secundus,Indomitus Crusade Fleet Sextus,,indomitus crusade fleet sextus
82,the  Indomitus Crusade Fleet Secundus,'ORG',the indomitus crusade fleet secundus,Indomitus Crusade Fleet Septimus,,indomitus crusade fleet septimus
83,the  Indomitus Crusade Fleet Secundus,'ORG',the indomitus crusade fleet secundus,Indomitus Crusade Fleet Octus,,indomitus crusade fleet octus
85,the  Indomitus Crusade Fleet Secundus,'ORG',the indomitus crusade fleet secundus,Indomitus Crusade Fleet Decius,,indomitus crusade fleet decius
85,Thrace Prime,'LOC',thrace prime,Thracian Prime,,thracian prime
91,the  Order of the Martyr s Heart,'ORG',the order of the martyr s heart,Order of the Martyrs Heart,,order of the martyrs heart
90,The Spheres of Expansion,'PERSON',the spheres of expansion,Fifth Sphere of Expansion,,fifth sphere of expansion
83,Talasa,'LOC',talasa,Tlasla,,tlasla
89,O Shaserra,'PERSON',o shaserra,OShaerra,,oshaerra
91,Sa cca,'LOC',sa cca,Sacca,,sacca
84,Ghosts of Rhea s,'PERSON',ghosts of rhea s,Ghosts of Ndras,,ghosts of ndras
86,Arkio the Blessed,'PERSON',arkio the blessed,Ambros the Blessed,,ambros the blessed
86,The Cruach Mhorn,'PERSON',the cruach mhorn,Cruach Mhorn,,cruach mhorn
91,Aun’Do,'PERSON',aun’do,AunDo,,aundo
86,Carron,'PERSON',carron,Carradon,,carradon
91,the Brotherhood of Lorgar,'ORG',the brotherhood of lorgar,Brotherhood of Lorgar,,brotherhood of lorgar
94,The Fall of the Lords of Gardinaal,'PERSON',the fall of the lords of gardinaal,Fall of the Lords of Gardinaal,,fall of the lords of gardinaal
86,Grigutz,'PERSON',grigutz,Grimgut,,grimgut
92,the Missionaria Protectiva,'ORG',the missionaria protectiva,Missionaria Protectiva,,missionaria protectiva
82,House Greim,'ORG',house greim,House Grymm,,house grymm
86,House Lan,'ORG',house lan,House Roland,,house roland
86,Salamanders Company,'ORG',salamanders company,Salamander Command,,salamander command
85,the  Faceless Trade,'ORG',the faceless trade,Faceless Trader,,faceless trader
81,Battle of Circe,'PERSON',battle of circe,Battle of Ithraca,,battle of ithraca
89,Metalican,'NORP',metalican,Metallica,,metallica
87,the  Stygian Order,'ORG',the stygian order,Stygian Order,,stygian order
84,the   Legio Praesagius,'ORG',the  legio praesagius,Legio Praesagious,,legio praesagious
95,Jove s Fall,'LOC',jove s fall,Joves Fall,,joves fall
86,the Achilus Crusade,'ORG',the achilus crusade,Achillus Crusade,,achillus crusade
91,Galvanic Weaponry,'ORG',galvanic weaponry,Galvanic Weapons,,galvanic weapons
86,Shroud  of the Death Guard,'ORG',shroud of the death guard,Lords of the Death Guard,,lords of the death guard
90,Heliosa 54,'PERSON',heliosa 54,Heliosa-54,,heliosa-54
91,Magna Lascannon s.,'PERSON',magna lascannon s.,Magna Lascannon,,magna lascannon
82,the High King,'PERSON',the high king,high king,,high king
84,Ork Warboss,'PERSON',ork warboss,Ork Wars,,ork wars
81,The Steel Heart,'ORG',the steel heart,Steel Hearts,,steel hearts
89,An Iolsus,'PERSON',an iolsus,An-Iolsus,,an-iolsus
86,Tho,'PERSON',tho,Ctho,,ctho
86,Doluthec,'PERSON',doluthec,Dolthe,,dolthe
89,Karan Ske,'PERSON',karan ske,Karan-Ske,,karan-ske
94,Meros Craftworld,'ORG',meros craftworld,Meros (Craftworld),,meros (craftworld)
88,Yr Arthi,'PERSON',yr arthi,Yr-Arthi,,yr-arthi
91,Bel Shammon,'PERSON',bel shammon,Bel-Shammon,,bel-shammon
90,Ila Manesh,'PERSON',ila manesh,Ila-Manesh,,ila-manesh
83,Kolth,'PERSON',kolth,Kolthse,,kolthse
88,Mor rioh,'PERSON',mor rioh,Morriohi,,morriohi
83,Crusade Armour,'ORG',crusade armour,Custodes Armour,,custodes armour
83,Arae Shrike s,'PERSON',arae shrike s,Arae-Shrike,,arae-shrike
89,the  Book of Judgement,'PERSON',the book of judgement,Book of Judgement,,book of judgement
83,Chaos Terminator Squad,'ORG',chaos terminator squad,Aquilon Terminator Squad,,aquilon terminator squad
95,Varakh Lorr,'PERSON',varakh lorr,VarakhLorr,,varakhlorr
85,Aeldari  Wraith,'NORP',aeldari wraith,Aeldari Path,,aeldari path
82,Fire Bane,'PERSON',fire bane,Fire Axe,,fire axe
81,the  Cadian Sector,'LOC',the cadian sector,Thracian Sector,,thracian sector
85,the Great Angel,'PERSON',the great angel,Great Angel,,great angel
94,Dulma lin,'PERSON',dulma lin,Dulmalin,,dulmalin
91,Ma Kao,'PERSON',ma kao,MaKao,,makao
83,Nihon,'LOC',nihon,Nihontu,,nihontu
88,the Pandraxx Sub Sector,'LOC',the pandraxx sub sector,Pandraxx Subsector,,pandraxx subsector
88,the Amerikon Sector,'LOC',the amerikon sector,Amerikon Sector,,amerikon sector
81,the  Armageddon Sector,'LOC',the armageddon sector,Armageddon Sub-Sector,,armageddon sub-sector
84,Asphodel Depths Sub,'LOC',asphodel depths sub,Asphodel Depths Sub-Sector,,asphodel depths sub-sector
86,the Cyclopia Sub Sector,'LOC',the cyclopia sub sector,Cyclopia Sub-Sector,,cyclopia sub-sector
85,the Rubicon Sub Sector,'LOC',the rubicon sub sector,Rubicon Sub-Sector,,rubicon sub-sector
89,the Stygies Cluster Sub Sector,'LOC',the stygies cluster sub sector,Stygies Cluster Sub-Sector,,stygies cluster sub-sector
84,the Baston Sector,'LOC',the baston sector,Bastion Sector,,bastion sector
94,Kalidar Sub Sector,'ORG',kalidar sub sector,Kalidar Sub-Sector,,kalidar sub-sector
94,Agritha Sub sector,'ORG',agritha sub sector,Agritha Sub-Sector,,agritha sub-sector
87,the Quinrox Sound,'LOC',the quinrox sound,Quinrox Sound,,quinrox sound
97,Orar Sub Sector,'ORG',orar sub sector,Orar Subsector,,orar subsector
86,the Hodur Sector,'LOC',the hodur sector,Hodur Sector,,hodur sector
85,the Inca Sector,'LOC',the inca sector,Inca Sector,,inca sector
85,the Mandragoran Sector,'LOC',the mandragoran sector,Mangdragora Sector,,mangdragora sector
88,the Pandora Sector,'LOC',the pandora sector,Pandora Sector,,pandora sector
86,the Priam Sector,'LOC',the priam sector,Priam Sector,,priam sector
97,Sadusyne Sectors,'ORG',sadusyne sectors,Sadusyne Sector,,sadusyne sector
87,arus Sector,'LOC',arus sector,Saras Sector,,saras sector
83,arus Sector,'LOC',arus sector,Sargos Sector,,sargos sector
86,Reptos,'NORP',reptos,Trepytos,,trepytos
87,the Uhulis Sector,'LOC',the uhulis sector,Uhulis Sector,,uhulis sector
86,Dantioch,'PERSON',dantioch,Antioc,,antioc
89,Celedin Sector,'ORG',celedin sector,Veldin Sector,,veldin sector
82,Gyros Prime,'LOC',gyros prime,Magos Prime,,magos prime
85,Enginseer Acula,'PERSON',enginseer acula,Enginseer Auxillia,,enginseer auxillia
81,A Raven Guard,'ORG',a raven guard,Raptor (Raven Guard,,raptor (raven guard
93,Heka tan,'PERSON',heka tan,Hekatan,,hekatan
81,the Laanah Sector s,'ORG',the laanah sector s,Laanah Sector,,laanah sector
82,the Last Son of Dorn,'PERSON',the last son of dorn,The Last Son of Dorn  (Novel),,the last son of dorn  (novel)
83,the Last Son of Dorn,'PERSON',the last son of dorn,The Last Son of Dorn (Novel),,the last son of dorn (novel)
85,the  Solar Watch,'ORG',the solar watch,Solar Watch,,solar watch
81,elius  Fortress,'ORG',elius fortress,Encaladus Fortress,,encaladus fortress
91,the  Librarium Daemonicum,'ORG',the librarium daemonicum,Librarium Daemonicum,,librarium daemonicum
86,The Shrine Comet,'LOC',the shrine comet,Shrine Comet,,shrine comet
94,Osh Preen,'PERSON',osh preen,Oshpreen,,oshpreen
91,Shim dre lex kazar,'PERSON',shim dre lex kazar,Shimdrelexkazar,,shimdrelexkazar
90,an Exalted Flamer,'PERSON',an exalted flamer,Exalted Flamer,,exalted flamer
82,Lunarian,'NORP',lunarian,Luminaria,,luminaria
93,Ax akhan,'PERSON',ax akhan,Axakhan,,axakhan
94,Ghalh kra,'PERSON',ghalh kra,Ghalhkra,,ghalhkra
81,Siege Masters,'PERSON',siege masters,Siege Master Consul,,siege master consul
91,U Zuhl,'PERSON',u zuhl,UZuhl,,uzuhl
83,Vorlak,'PERSON',vorlak,Vorhak,,vorhak
94,the  Masque of the Laughing Circus,'ORG',the masque of the laughing circus,Masque of the Laughing Circus,,masque of the laughing circus
83,Castellan Raimer,'PERSON',castellan raimer,Castellan Axe,,castellan axe
95,Vanius Arcturon Tybus,'PERSON',vanius arcturon tybus,Vanius Arcturon-Tybus,,vanius arcturon-tybus
94,Dalat Hap Uramedes,'PERSON',dalat hap uramedes,Dalat Hap-Uramedes,,dalat hap-uramedes
85,The Gilded Fist,'PERSON',the gilded fist,Gilded Fist,,gilded fist
88,Kalta Ar,'PERSON',kalta ar,Kalta-Ar,,kalta-ar
84,the Scythes of the Emperor,'ORG',the scythes of the emperor,Eyes of the Emperor,,eyes of the emperor
82,Krugfist,'PERSON',krugfist,Krushfist,,krushfist
95,Battle of Lion s Gate,'PERSON',battle of lion s gate,Battle of Lion Gate,,battle of lion gate
88,Battle of the Black Star,'PERSON',battle of the black star,Battle of the Black Pyre,,battle of the black pyre
85,the Thunder Legions,'ORG',the thunder legions,Thunder Legion,,thunder legion
92,the  Magisterium Lex Ultima,'ORG',the magisterium lex ultima,Magisterium Lex Ultima,,magisterium lex ultima
84,Blood Axe,'ORG',blood axe,Blood Game,,blood game
82,Custodian Tribune Tribune,'ORG',custodian tribune tribune,Custodian Tribunate,,custodian tribunate
82,Alaks tar,'LOC',alaks tar,Calastar,,calastar
88,the Impossible City,'LOC',the impossible city,Impossible City,,impossible city
84,the  Lucifer Blacks,'ORG',the lucifer blacks,Lucifer Black,,lucifer black
97,Cor bax Utterblight,'PERSON',cor bax utterblight,Corbax Utterblight,,corbax utterblight
88,the  Master of the Forge,'PERSON',the master of the forge,Masters of the Forge,,masters of the forge
92,the  Troupe of Joyful Tears,'ORG',the troupe of joyful tears,Troupe of Joyful Tears,,troupe of joyful tears
83,Kullen,'PERSON',kullen,Ullden,,ullden
86,Darstan,'PERSON',darstan,Dhartan,,dhartan
94,Macro Arae Shrike,'PERSON',macro arae shrike,Macro Arae-Shrike,,macro arae-shrike
82,Space Marine s,'ORG',space marine s,Space Marine Honours,,space marine honours
