Spacy_entity,Spacy_tag,clean_entities,Wiki_entity,Wiki_tag
Kabal of the Realm Eternal,'PERSON',kabal of the realm eternal,Kabal of the Realm Eternal,
Kabal of the Bladed Lotus,'PERSON',kabal of the bladed lotus,Kabal of the Bladed Lotus,
Kabal of the Fell Witch,'PERSON',kabal of the fell witch,Kabal of the Fell Witch,
Kabal of the Keening Blade,'PERSON',kabal of the keening blade,Kabal of the Keening Blade,
Kabal of the Bloodied Claw,'PERSON',kabal of the bloodied claw,Kabal of the Bloodied Claw,
Kabal of the Lethal Guile,'PERSON',kabal of the lethal guile,Kabal of the Lethal Guile,
Surasis Grief,'PERSON',surasis grief,Surasis Grief,
Kabal of the White Flames,'PERSON',kabal of the white flames,Kabal of the White Flames,
Kabal of the Children of Thorns,'PERSON',kabal of the children of thorns,Kabal of the Children of Thorns,
Kabal of the Flayed Skull,'PERSON',kabal of the flayed skull,Kabal of the Flayed Skull,
Kabal of the Blades of Desire,'PERSON',kabal of the blades of desire,Kabal of the Blades of Desire,
Kabal of the Bloody Scream,'PERSON',kabal of the bloody scream,Kabal of the Bloody Scream,
Kabal of the Poisoned Tongue,'PERSON',kabal of the poisoned tongue,Kabal of the Poisoned Tongue,
Kabal of the Dying Sun,'PERSON',kabal of the dying sun,Kabal of the Dying Sun,
Helion  ,'PERSON',helion,Helion,
Kabal of the Broken Sigil,'PERSON',kabal of the broken sigil,Kabal of the Broken Sigil,
Kabal of the Last Hatred,'PERSON',kabal of the last hatred,Kabal of the Last Hatred,
Vraesque,'PERSON',vraesque,Vraesque,
Sathonyx,'PERSON',sathonyx,Sathonyx,
Kabal of the Poisoned Fang,'PERSON',kabal of the poisoned fang,Kabal of the Poisoned Fang,
Aestra Khromys,'PERSON',aestra khromys,Aestra Khromys,
Kabal of the Fiend Ascendant,'PERSON',kabal of the fiend ascendant,Kabal of the Fiend Ascendant,
Kabal of the Crimson Blossom,'PERSON',kabal of the crimson blossom,Kabal of the Crimson Blossom,
Trythios,'PERSON',trythios,Trythios,
Orion,'PERSON',orion,Orion,
Trontiux III,'PERSON',trontiux iii,Trontiux III,
Gordian,'PERSON',gordian,Gordian,
Kallista,'PERSON',kallista,Kallista,
Salem,'PERSON',salem,Salem,
Deathleaper,'PERSON',deathleaper,Deathleaper,
Commorite,'NORP',commorite,Commorite,
Ghostplate Armour,'ORG',ghostplate armour,Ghostplate Armour,
Cronos,'ORG',cronos,Cronos,
Flickerfield,'ORG',flickerfield,Flickerfield,
Gnarlskin,'ORG',gnarlskin,Gnarlskin,
Agoniser,'ORG',agoniser,Agoniser,
Huskblade,'ORG',huskblade,Huskblade,
Haywire Blaster,'ORG',haywire blaster,Haywire Blaster,
Ghostplate,'ORG',ghostplate,Ghostplate,
Wych Knife,'ORG',wych knife,Wych Knife,
Kaban,'PERSON',kaban,Kaban,
Menial,'PERSON',menial,Menial,
Dan Abbnet  ,'PERSON',dan abbnet,Dan Abbnet,
Kristor,'PERSON',kristor,Kristor,
Voltemand,'PERSON',voltemand,Voltemand,
Khul Kolesh,'PERSON',khul kolesh,Khul Kolesh,
Noches Sturme,'PERSON',noches sturme,Noches Sturme,
Dilen Belfry,'PERSON',dilen belfry,Dilen Belfry,
Silver Kindred     ,'ORG',silver kindred,Silver Kindred,
Shaever,'PERSON',shaever,Shaever,
Gia,'PERSON',gia,Gia,
The Skullsworn,'PERSON',the skullsworn,The Skullsworn,
Uraniborg 1572,'ORG',uraniborg 1572,Uraniborg 1572,
Abheilüng,'PERSON',abheilüng,Abheilüng,
Exospectre,'ORG',exospectre,Exospectre,
Retlaxi,'PERSON',retlaxi,Retlaxi,
Machine Cult,'ORG',machine cult,Machine Cult,
Skullsworn,'ORG',skullsworn,Skullsworn,
Swooping Hawks,'PERSON',swooping hawks,Swooping Hawks,
Swooping Hawk,'PERSON',swooping hawk,Swooping Hawk,
Tallarn System,'LOC',tallarn system,Tallarn System,
Mordian System,'ORG',mordian system,Mordian System,
Keepers of Secrets,'ORG',keepers of secrets,Keepers of Secrets,
Low Commorragh,'LOC',low commorragh,Low Commorragh,
Hajjin,'PERSON',hajjin,Hajjin,
Kaan,'PERSON',kaan,Kaan,
House of Long Bones,'ORG',house of long bones,House of Long Bones,
Catachan Devil,'NORP',catachan devil,Catachan Devil,
Catachan Devil Squads,'ORG',catachan devil squads,Catachan Devil Squads,
Trooper Arden,'PERSON',trooper arden,Trooper Arden,
Regimental Standard,'ORG',regimental standard,Regimental Standard,
Burlion VIII,'LOC',burlion viii,Burlion VIII,
Catachan Jungle Fighter,'ORG',catachan jungle fighter,Catachan Jungle Fighter,
Ratathrax,'PERSON',ratathrax,Ratathrax,
Castus Izdubar,'PERSON',castus izdubar,Castus Izdubar,
Thirteenth Great Company,'ORG',thirteenth great company,Thirteenth Great Company,
Appollonia,'LOC',appollonia,Appollonia,
Thagus Daragek,'PERSON',thagus daragek,Thagus Daragek,
Temple Tendency,'ORG',temple tendency,Temple Tendency,
Seth the Voice,'PERSON',seth the voice,Seth the Voice,
House Atrax,'ORG',house atrax,House Atrax,
Numinal,'LOC',numinal,Numinal,
Archmagos Draykavac,'PERSON',archmagos draykavac,Archmagos Draykavac,
Yelav Draykavac,'PERSON',yelav draykavac,Yelav Draykavac,
Vanguard Veteran Squad,'ORG',vanguard veteran squad,Vanguard Veteran Squad,
Blood Angels 2nd Company,'ORG',blood angels 2nd company,Blood Angels 2nd Company,
Wolf Mother,'PERSON',wolf mother,Wolf Mother,
Arx Tyrannus,'ORG',arx tyrannus,Arx Tyrannus,
Rutilus Tyrannus,'ORG',rutilus tyrannus,Rutilus Tyrannus,
Urzog Mag Kull,'PERSON',urzog mag kull,Urzog Mag Kull,
Honorius,'PERSON',honorius,Honorius,
Imperial Court,'ORG',imperial court,Imperial Court,
Effrit Stealth Squad,'ORG',effrit stealth squad,Effrit Stealth Squad,
Stormfang Gunship,'ORG',stormfang gunship,Stormfang Gunship,
Starflame,'LOC',starflame,Starflame,
Colin MacNeil,'PERSON',colin macneil,Colin MacNeil,
Wayne Reynolds,'PERSON',wayne reynolds,Wayne Reynolds,
Paul Jeacock,'PERSON',paul jeacock,Paul Jeacock,
Kal Jerico,'PERSON',kal jerico,Kal Jerico,
Karl Kopinski,'PERSON',karl kopinski,Karl Kopinski,
Mike Perkins,'PERSON',mike perkins,Mike Perkins,
Gahet,'PERSON',gahet,Gahet,
Slau Dha,'PERSON',slau dha,Slau Dha,
Khymera,'NORP',khymera,Khymera,
Khymerae,'NORP',khymerae,Khymerae,
David Pringle,'PERSON',david pringle,David Pringle,
Ebron Valdermar,'PERSON',ebron valdermar,Ebron Valdermar,
Blood Angels 1st Company,'ORG',blood angels 1st company,Blood Angels 1st Company,
Thunder Hammer,'PERSON',thunder hammer,Thunder Hammer,
Deadfall,'LOC',deadfall,Deadfall,
Quintet,'PERSON',quintet,Quintet,
Sepharon    ,'PERSON',sepharon,Sepharon,
Enigmatii,'NORP',enigmatii,Enigmatii,
Nephilim Jetfighter,'ORG',nephilim jetfighter,Nephilim Jetfighter,
Terraq,'PERSON',terraq,Terraq,
Argyel III,'LOC',argyel iii,Argyel III,
Nephalor,'PERSON',nephalor,Nephalor,
Astorias Cloud,'LOC',astorias cloud,Astorias Cloud,
Apharan   ,'PERSON',apharan,Apharan,
Gutgouger,'PERSON',gutgouger,Gutgouger,
Atreus Deucalion,'PERSON',atreus deucalion,Atreus Deucalion,
Deathwing Command Squad,'ORG',deathwing command squad,Deathwing Command Squad,
Flail of the Unforgiven,'PERSON',flail of the unforgiven,Flail of the Unforgiven,
Adnachiel,'PERSON',adnachiel,Adnachiel,
Asmodeus,'PERSON',asmodeus,Asmodeus,
Ironwing,'ORG',ironwing,Ironwing,
Knights Cenobium,'ORG',knights cenobium,Knights Cenobium,
Order of the Broken Claws,'ORG',order of the broken claws,Order of the Broken Claws,
Assault Intercessor    ,'ORG',assault intercessor,Assault Intercessor,
Urian Vendraig,'PERSON',urian vendraig,Urian Vendraig,
Parabulus,'LOC',parabulus,Parabulus,
Belaphor,'PERSON',belaphor,Belaphor,
Dark Haven,'LOC',dark haven,Dark Haven,
Sachael,'PERSON',sachael,Sachael,
Bartholomew,'PERSON',bartholomew,Bartholomew,
Tuchulcha,'PERSON',tuchulcha,Tuchulcha,
Greyshield,'PERSON',greyshield,Greyshield,
Principia Belicosa,'ORG',principia belicosa,Principia Belicosa,
Wardens in White,'PERSON',wardens in white,Wardens in White,
Marduk Sedras,'PERSON',marduk sedras,Marduk Sedras,
Firewing,'ORG',firewing,Firewing,
Kordray Mordred,'PERSON',kordray mordred,Kordray Mordred,
Marshal,'PERSON',marshal,Marshal,
Methelas,'PERSON',methelas,Methelas,
Stormwing,'ORG',stormwing,Stormwing,
Perditia,'LOC',perditia,Perditia,
Incursor Squad,'ORG',incursor squad,Incursor Squad,
Crassia II,'PERSON',crassia ii,Crassia II,
Urien Vendraig,'PERSON',urien vendraig,Urien Vendraig,
Pale Stars,'LOC',pale stars,Pale Stars,
Heavy Intercessor Squad    ,'ORG',heavy intercessor squad,Heavy Intercessor Squad,
Razaek,'PERSON',razaek,Razaek,
Cryptos,'ORG',cryptos,Cryptos,
Tkell,'PERSON',tkell,Tkell,
Darius Hinks,'PERSON',darius hinks,Darius Hinks,
Harazahn,'PERSON',harazahn,Harazahn,
Starweaver,'PERSON',starweaver,Starweaver,
House Visscher,'ORG',house visscher,House Visscher,
House Typhon,'ORG',house typhon,House Typhon,
House Malaspina,'ORG',house malaspina,House Malaspina,
House Nostromo  ,'ORG',house nostromo,House Nostromo,
House MacPherson,'ORG',house macpherson,House MacPherson,
House Numa  ,'ORG',house numa,House Numa,
House Ortellius,'ORG',house ortellius,House Ortellius,
House Cassini,'ORG',house cassini,House Cassini,
House Mercator,'ORG',house mercator,House Mercator,
Mandragora Sector,'LOC',mandragora sector,Mandragora Sector,
House Dakkar,'ORG',house dakkar,House Dakkar,
House Brabazon,'ORG',house brabazon,House Brabazon,
Ecclssiarchy,'ORG',ecclssiarchy,Ecclssiarchy,
Ambulon,'ORG',ambulon,Ambulon,
Sondheim V,'LOC',sondheim v,Sondheim V,
Doth,'LOC',doth,Doth,
Laefin Torovac,'PERSON',laefin torovac,Laefin Torovac,
Perfectia,'LOC',perfectia,Perfectia,
Targus VIII,'PERSON',targus viii,Targus VIII,
Avatar of Khaine,'PERSON',avatar of khaine,Avatar of Khaine,
Zeist Sector,'LOC',zeist sector,Zeist Sector,
Sinistramanus Tenebrae,'PERSON',sinistramanus tenebrae,Sinistramanus Tenebrae,
Torq Serpilian,'PERSON',torq serpilian,Torq Serpilian,
Valhall II,'ORG',valhall ii,Valhall II,
Calphax,'PERSON',calphax,Calphax,
Lexmechanic,'NORP',lexmechanic,Lexmechanic,
Questor Imperialis,'ORG',questor imperialis,Questor Imperialis,
House Ærthegn,'ORG',house ærthegn,House Ærthegn,
House Hermetika,'ORG',house hermetika,House Hermetika,
Wychval,'PERSON',wychval,Wychval,
Magi Biologis,'NORP',magi biologis,Magi Biologis,
Findari Spoil,'LOC',findari spoil,Findari Spoil,
Iybraesil,'PERSON',iybraesil,Iybraesil,
Dominica Minor,'LOC',dominica minor,Dominica Minor,
House Makabius,'ORG',house makabius,House Makabius,
Rite of Becoming,'ORG',rite of becoming,Rite of Becoming,
House Wentorth,'ORG',house wentorth,House Wentorth,
Grail Abyss,'LOC',grail abyss,Grail Abyss,
Skarron,'PERSON',skarron,Skarron,
Baroda,'PERSON',baroda,Baroda,
Knights of the Covenant,'ORG',knights of the covenant,Knights of the Covenant,
Caeluthin Baharrudor,'PERSON',caeluthin baharrudor,Caeluthin Baharrudor,
Ela Ashbel,'PERSON',ela ashbel,Ela Ashbel,
Eldar Knights,'NORP',eldar knights,Eldar Knights,
Vraesque Malidrach,'PERSON',vraesque malidrach,Vraesque Malidrach,
Exodite Worlds,'NORP',exodite worlds,Exodite Worlds,
Caille,'PERSON',caille,Caille,
Phyrr,'LOC',phyrr,Phyrr,
Hive Fleet Naga,'ORG',hive fleet naga,Hive Fleet Naga,
Altus Ferro,'LOC',altus ferro,Altus Ferro,
Augmetic,'NORP',augmetic,augmetic,
Vannaheim,'PERSON',vannaheim,Vannaheim,
Nagual,'PERSON',nagual,Nagual,
Chariz Terenoch,'PERSON',chariz terenoch,Chariz Terenoch,
Anamnesis,'ORG',anamnesis,Anamnesis,
Abel Sarthas,'PERSON',abel sarthas,Abel Sarthas,
Ulrech Ansontyn,'PERSON',ulrech ansontyn,Ulrech Ansontyn,
Protasia,'ORG',protasia,Protasia,
Ghillam,'PERSON',ghillam,Ghillam,
Astral Knives,'PERSON',astral knives,Astral Knives,
Elucia Vhane,'PERSON',elucia vhane,Elucia Vhane,
Noise Marine,'ORG',noise marine,Noise Marine,
Champion of Khorne,'PERSON',champion of khorne,Champion of Khorne,
Biker Champion,'PERSON',biker champion,Biker Champion,
Havoc Squad,'ORG',havoc squad,Havoc Squad,
Chengrel,'PERSON',chengrel,Chengrel,
Typhus the Traveller,'PERSON',typhus the traveller,Typhus the Traveller,
Darkfall System,'LOC',darkfall system,Darkfall System,
The Eightscarred,'PERSON',the eightscarred,The Eightscarred,
Mark of Nurgle,'PERSON',mark of nurgle,Mark of Nurgle,
Mark of Khorne,'PERSON',mark of khorne,Mark of Khorne,
Elucidan Schism,'PERSON',elucidan schism,Elucidan Schism,
Metalica System,'LOC',metalica system,Metalica System,
Lucien  ,'ORG',lucien,Lucien,
Kaldeia,'LOC',kaldeia,Kaldeia,
Noosphere,'LOC',noosphere,Noosphere,
Moravec,'LOC',moravec,Moravec,
Ipluviel Maximal,'PERSON',ipluviel maximal,Ipluviel Maximal,
Damaetus,'LOC',damaetus,Damaetus,
Mitu,'ORG',mitu,Mitu,
Manachea Lux,'LOC',manachea lux,Manachea Lux,
Agathean Domain,'LOC',agathean domain,Agathean Domain,
Kimdaria,'LOC',kimdaria,Kimdaria,
House Mortan,'ORG',house mortan,House Mortan,
House Thalmus,'ORG',house thalmus,House Thalmus,
Questor Mechanicus,'ORG',questor mechanicus,Questor Mechanicus,
Eireius,'LOC',eireius,Eireius,
Smogbelcha,'PERSON',smogbelcha,Smogbelcha,
House Korvax,'ORG',house korvax,House Korvax,
Battle Group Tarsus,'ORG',battle group tarsus,Battle Group Tarsus,
Tasmadar II,'PERSON',tasmadar ii,Tasmadar II,
Aurous IV,'LOC',aurous iv,Aurous IV,
Kamador,'LOC',kamador,Kamador,
Amaranthine,'PERSON',amaranthine,Amaranthine,
House Octobus,'ORG',house octobus,House Octobus,
House Drakkus,'ORG',house drakkus,House Drakkus,
Obsidian Knight,'PERSON',obsidian knight,Obsidian Knight,
Luk Tan Chimaeros,'PERSON',luk tan chimaeros,Luk Tan Chimaeros,
The Green Knight,'PERSON',the green knight,The Green Knight,
the Scorched Knight,'PERSON',the scorched knight,The Scorched Knight,
Crimson Reaper,'PERSON',crimson reaper,Crimson Reaper,
Retribution Incarnate,'PERSON',retribution incarnate,Retribution Incarnate,
House Cerberan,'ORG',house cerberan,House Cerberan,
Luk Kar Chimaeros,'PERSON',luk kar chimaeros,Luk Kar Chimaeros,
Auric Arachnus,'PERSON',auric arachnus,Auric Arachnus,
Tarnis,'LOC',tarnis,Tarnis,
Donatos Primus,'PERSON',donatos primus,Donatos Primus,
Dyros Kamata,'PERSON',dyros kamata,Dyros Kamata,
Dyros,'PERSON',dyros,Dyros,
Mydos,'PERSON',mydos,Mydos,
Hour of Reckoning,'PERSON',hour of reckoning,Hour of Reckoning,
House Felcarn,'ORG',house felcarn,House Felcarn,
Liberation of Numinal,'PERSON',liberation of numinal,Liberation of Numinal,
Jocasta,'PERSON',jocasta,Jocasta,
Questoris Knight Magaera  ,'ORG',questoris knight magaera,Questoris Knight Magaera,
House Althalos,'ORG',house althalos,House Althalos,
House Aramos,'ORG',house aramos,House Aramos,
Rapture,'LOC',rapture,Rapture,
House Arokon,'ORG',house arokon,House Arokon,
House Dorath,'ORG',house dorath,House Dorath,
House Blackskull,'ORG',house blackskull,House Blackskull,
Dutonis,'LOC',dutonis,Dutonis,
Glacemaw,'LOC',glacemaw,Glacemaw,
House Brahmica,'ORG',house brahmica,House Brahmica,
House Curtana,'ORG',house curtana,House Curtana,
Gunner,'PERSON',gunner,Gunner,
Nova Cannon,'PERSON',nova cannon,Nova Cannon,
House Drakon,'ORG',house drakon,House Drakon,
Sasharam,'LOC',sasharam,Sasharam,
House Rajha,'PERSON',house rajha,House Rajha,
House Agaron,'ORG',house agaron,House Agaron,
House Feardraken,'ORG',house feardraken,House Feardraken,
House Hasburg,'ORG',house hasburg,House Hasburg,
Vorinth,'LOC',vorinth,Vorinth,
House Kamata,'ORG',house kamata,House Kamata,
House Kestren,'ORG',house kestren,House Kestren,
Interrogator,'PERSON',interrogator,Interrogator,
Zel Secundus,'PERSON',zel secundus,Zel Secundus,
Kasballica Mission,'ORG',kasballica mission,Kasballica Mission,
House Helmast,'ORG',house helmast,House Helmast,
Xenobiologist,'NORP',xenobiologist,Xenobiologist,
Coronid Reach,'LOC',coronid reach,Coronid Reach,
Manticore,'NORP',manticore,Manticore,
House Miranor,'ORG',house miranor,House Miranor,
House Reinharn,'ORG',house reinharn,House Reinharn,
House Skandos,'ORG',house skandos,House Skandos,
House Tyrinth,'ORG',house tyrinth,House Tyrinth,
House Winterveil,'ORG',house winterveil,House Winterveil,
Age of Terra,'PERSON',age of terra,Age of Terra,
Cold Trade,'ORG',cold trade,Cold Trade,
Verminthiculians,'NORP',verminthiculians,Verminthiculians,
Granithor,'LOC',granithor,Granithor,
Imperium Sanctus,'ORG',imperium sanctus,Imperium Sanctus,
Telastoria,'ORG',telastoria,Telastoria,
Dracosan,'NORP',dracosan,Dracosan,
Coronid Thule,'LOC',coronid thule,Coronid Thule,
Suvfaeras,'PERSON',suvfaeras,Suvfaeras,
Belt of Iron,'LOC',belt of iron,Belt of Iron,
Bullgryn,'ORG',bullgryn,Bullgryn,
Moab,'ORG',moab,Moab,
Nekulli,'NORP',nekulli,Nekulli,
Daemon Prince of Khorne,'PERSON',daemon prince of khorne,Daemon Prince of Khorne,
Farsight Expedition,'ORG',farsight expedition,Farsight Expedition,
Damocles Crusade,'PERSON',damocles crusade,Damocles Crusade,
Khazar,'PERSON',khazar,Khazar,
Asuryani Path,'ORG',asuryani path,Asuryani Path,
Zarathusa Secundus,'LOC',zarathusa secundus,Zarathusa Secundus,
Kiliak,'PERSON',kiliak,Kiliak,
Ghaelyn,'PERSON',ghaelyn,Ghaelyn,
Daethe,'PERSON',daethe,Daethe,
Dread Pearl,'LOC',dread pearl,Dread Pearl,
Stryken Primus,'LOC',stryken primus,Stryken Primus,
Ogryn Charonite,'ORG',ogryn charonite,Ogryn Charonite,
Lamiad,'PERSON',lamiad,Lamiad,
Manachean Commonwealth,'ORG',manachean commonwealth,Manachean Commonwealth,
Hereticus Tenebrae,'PERSON',hereticus tenebrae,Hereticus Tenebrae,
the  Misericord  ,'LOC',the misericord,The Misericord,
Goldo,'PERSON',goldo,Goldo,
Van Vuygens,'PERSON',van vuygens,Van Vuygens,
Jeriminus,'PERSON',jeriminus,Jeriminus,
Draven,'PERSON',draven,Draven,
Natius Osrinn   ,'PERSON',natius osrinn,Natius Osrinn,
Olianthe Rathbone,'PERSON',olianthe rathbone,Olianthe Rathbone,
Zerbe,'PERSON',zerbe,Zerbe,
Kinog,'PERSON',kinog,Kinog,
Librcaranism,'ORG',librcaranism,Librcaranism,
Eustis Ionfell,'PERSON',eustis ionfell,Eustis Ionfell,
Reaver Attack Squad,'ORG',reaver attack squad,Reaver Attack Squad,
Typha IV,'LOC',typha iv,Typha IV,
Anton Zerbe,'PERSON',anton zerbe,Anton Zerbe,
Chaliced Commissariat,'ORG',chaliced commissariat,Chaliced Commissariat,
Recongregator,'ORG',recongregator,Recongregator,
Discidia,'LOC',discidia,Discidia,
Haranshemash,'LOC',haranshemash,Haranshemash,
Staff of Ulthamar,'PERSON',staff of ulthamar,Staff of Ulthamar,
Cornelius Antrecht,'PERSON',cornelius antrecht,Cornelius Antrecht,
Umberco Eto,'PERSON',umberco eto,Umberco Eto,
Gallilenus III,'PERSON',gallilenus iii,Gallilenus III,
Gotterich Valon,'PERSON',gotterich valon,Gotterich Valon,
Rhorsch,'PERSON',rhorsch,Rhorsch,
Macragge System,'ORG',macragge system,Macragge System,
Panopticon Orbital Station,'ORG',panopticon orbital station,Panopticon Orbital Station,
Diogenes IV,'ORG',diogenes iv,Diogenes IV,
Jagga,'ORG',jagga,Jagga,
Janus Darke,'PERSON',janus darke,Janus Darke,
Auric Stormcloud,'PERSON',auric stormcloud,Auric Stormcloud,
Inriam,'PERSON',inriam,Inriam,
Port Demesnus,'LOC',port demesnus,Port Demesnus,
Madragora Sector,'LOC',madragora sector,Madragora Sector,
Suresya,'PERSON',suresya,Suresya,
Amaranthine Syndicate,'ORG',amaranthine syndicate,Amaranthine Syndicate,
Atlas,'LOC',atlas,Atlas,
Guildmasters,'ORG',guildmasters,guildmasters,
Holy Ordos,'LOC',holy ordos,Holy Ordos,
Katuwe Orne,'PERSON',katuwe orne,Katuwe Orne,
Silas Marr,'PERSON',silas marr,Silas Marr,
Arisen,'PERSON',arisen,Arisen,
Judd Clausel,'PERSON',judd clausel,Judd Clausel,
Stolos Amyntas,'PERSON',stolos amyntas,Stolos Amyntas,
Astaramis,'PERSON',astaramis,Astaramis,
Konor System,'LOC',konor system,Konor System,
Nethamus,'PERSON',nethamus,Nethamus,
Loebos,'PERSON',loebos,Loebos,
Age of the Imperium,'PERSON',age of the imperium,Age of the Imperium,
Jehangir,'NORP',jehangir,Jehangir,
Prophaniti,'PERSON',prophaniti,Prophaniti,
Discipline Master,'ORG',discipline master,Discipline Master,
Hermes,'PERSON',hermes,Hermes,
Borrak Vorra,'PERSON',borrak vorra,Borrak Vorra,
Mandiblaster,'ORG',mandiblaster,mandiblaster,
Feast of Blades,'PERSON',feast of blades,Feast of Blades,
Blood Crusade,'ORG',blood crusade,Blood Crusade,
Descent of Angels,'PERSON',descent of angels,Descent of Angels,
Astral Hawks,'ORG',astral hawks,Astral Hawks,
Auric Patricians,'NORP',auric patricians,Auric Patricians,
Ateanism,'ORG',ateanism,Ateanism,
Witch,'PERSON',witch,witch,
Iridan Nox,'PERSON',iridan nox,Iridan Nox,
Redemptor Dreadnought,'PERSON',redemptor dreadnought,Redemptor Dreadnought,
Constantinium,'PERSON',constantinium,Constantinium,
Praesidia   ,'ORG',praesidia,Praesidia,
Drevaris,'NORP',drevaris,Drevaris,
Lachrimallus,'PERSON',lachrimallus,Lachrimallus,
Adrantis Nebula,'LOC',adrantis nebula,Adrantis Nebula,
Volonx,'PERSON',volonx,Volonx,
Praecentors of Penance,'PERSON',praecentors of penance,Praecentors of Penance,
Luther McIntyre IX,'PERSON',luther mcintyre ix,Luther McIntyre IX,
Hrax,'LOC',hrax,Hrax,
Stygies Cluster,'LOC',stygies cluster,Stygies Cluster,
Pellenne,'LOC',pellenne,Pellenne,
Noble Born,'ORG',noble born,Noble Born,
Charlotta Anastasia XX,'PERSON',charlotta anastasia xx,Charlotta Anastasia XX,
Festering Death,'PERSON',festering death,Festering Death,
Jainas Shelwe   ,'ORG',jainas shelwe,Jainas Shelwe,
Thaur,'LOC',thaur,Thaur,
Aud Killian,'PERSON',aud killian,Aud Killian,
Prime,'LOC',prime,Prime,
Enkidu,'ORG',enkidu,Enkidu,
Port Aquila,'LOC',port aquila,Port Aquila,
Core Theta,'ORG',core theta,Core Theta,
Cel,'LOC',cel,Cel,
Temperance,'LOC',temperance,Temperance,
Disciples of Konos,'ORG',disciples of konos,Disciples of Konos,
Omnipresent Awe,'ORG',omnipresent awe,Omnipresent Awe,
Terminus,'ORG',terminus,Terminus,
Oggrim,'PERSON',oggrim,Oggrim,
Aelindrach,'LOC',aelindrach,Aelindrach,
Shadow Field,'LOC',shadow field,Shadow Field,
Legio Victorum II,'PERSON',legio victorum ii,Legio Victorum II,
Guilds,'ORG',guilds,Guilds,
Cordae,'PERSON',cordae,Cordae,
Draylin Qu,'PERSON',draylin qu,Draylin Qu,
Khadys Abrahak,'PERSON',khadys abrahak,Khadys Abrahak,
Nadress III,'PERSON',nadress iii,Nadress III,
Bloodbride,'PERSON',bloodbride,Bloodbride,
Lilith Hesperax,'PERSON',lilith hesperax,Lilith Hesperax,
Hekatrix Bloodbrides,'PERSON',hekatrix bloodbrides,Hekatrix Bloodbrides,
Beastmaster,'PERSON',beastmaster,Beastmaster,
Novabella,'LOC',novabella,Novabella,
Bolt,'PERSON',bolt,bolt,
Vicente Sixx,'PERSON',vicente sixx,Vicente Sixx,
Ravenspire,'ORG',ravenspire,Ravenspire,
Justertii,'LOC',justertii,Justertii,
Landfall,'LOC',landfall,Landfall,
Highlock IV,'LOC',highlock iv,Highlock IV,
Heart of Cronus,'ORG',heart of cronus,Heart of Cronus,
Aegida,'ORG',aegida,Aegida,
Second Tyrannic War,'NORP',second tyrannic war,Second Tyrannic War,
Radnar,'LOC',radnar,Radnar,
Cassios    ,'PERSON',cassios,Cassios,
Hornidal,'PERSON',hornidal,Hornidal,
Hamagora,'PERSON',hamagora,Hamagora,
Genestealer Cultists,'NORP',genestealer cultists,Genestealer cultists,
Bloodcrusher,'PERSON',bloodcrusher,Bloodcrusher,
Forraliss,'LOC',forraliss,Forraliss,
Vouxis Prime,'LOC',vouxis prime,Vouxis Prime,
Maxellian Vor,'PERSON',maxellian vor,Maxellian Vor,
Thramas Sector,'LOC',thramas sector,Thramas Sector,
Ursula J. Creed,'PERSON',ursula j. creed,Ursula J. Creed,
General,'PERSON',general,General,
Ryse,'PERSON',ryse,Ryse,
The Bloodgorged,'ORG',the bloodgorged,The Bloodgorged,
Bloodgorged,'PERSON',bloodgorged,Bloodgorged,
Order of the Dragon,'ORG',order of the dragon,Order of the Dragon,
Nomen Ryne,'PERSON',nomen ryne,Nomen Ryne,
Blind King,'PERSON',blind king,Blind King,
Illucis Grizvaldi,'PERSON',illucis grizvaldi,Illucis Grizvaldi,
Vathek,'PERSON',vathek,Vathek,
Cult of Sollex,'ORG',cult of sollex,Cult of Sollex,
Goleph,'PERSON',goleph,Goleph,
Phayzarus,'PERSON',phayzarus,Phayzarus,
Ammicus Tole,'PERSON',ammicus tole,Ammicus Tole,
Furnace Lord,'PERSON',furnace lord,Furnace Lord,
Aethon Shaan,'PERSON',aethon shaan,Aethon Shaan,
Tredecimmia,'LOC',tredecimmia,Tredecimmia,
Gorgon Terminator Squad,'ORG',gorgon terminator squad,Gorgon Terminator Squad,
Gaunts Ghosts,'ORG',gaunts ghosts,Gaunts Ghosts,
Gol Kolea,'PERSON',gol kolea,Gol Kolea,
Dark Herald,'PERSON',dark herald,Dark Herald,
Blackshield Marauder Squad,'ORG',blackshield marauder squad,Blackshield Marauder Squad,
the Third Covenant,'ORG',the third covenant,The Third Covenant,
Nemean Reaver,'PERSON',nemean reaver,Nemean Reaver,
Pariah Bolter,'PERSON',pariah bolter,Pariah Bolter,
Xenos Deathlock,'PERSON',xenos deathlock,Xenos Deathlock,
Erud Vahn,'PERSON',erud vahn,Erud Vahn,
Ironstrider Ballistarii,'PERSON',ironstrider ballistarii,Ironstrider Ballistarii,
Sydonian Dragoons,'ORG',sydonian dragoons,Sydonian Dragoons,
Sysipheum,'PERSON',sysipheum,Sysipheum,
Cavor Sarta,'LOC',cavor sarta,Cavor Sarta,
Garuda,'PERSON',garuda,Garuda,
Cadmus Tyro,'PERSON',cadmus tyro,Cadmus Tyro,
Gargathea III,'LOC',gargathea iii,Gargathea III,
Numina,'LOC',numina,Numina,
Daric Ashmoune,'PERSON',daric ashmoune,Daric Ashmoune,
Deliverer,'NORP',deliverer,Deliverer,
